kind,mode,seed,method,sources,success,cleared,virtual_time_s,distance_m,measure_calls,switches,failed_clear,solver_failures,optical_fallbacks,opportunistic_measure_count,opportunistic_direction_count,opportunistic_no_signal_count,legs_selected,clear_ready_count,wall_s
uniform,4,99053,G25OR-S21,16,True,16,6824.295094540924,27081.475472704602,225,203,0,0,0,0,0,0,0,0,0.11151647567749023
uniform,4,99053,G21A,16,True,16,7973.411738679331,32932.05869339665,225,182,0,0,0,11,8,3,7,0,0.37209653854370117
uniform,4,99054,G25OR-S21,11,True,11,6809.421577729835,25417.107888649174,280,271,0,0,0,0,0,0,0,0,0.07928061485290527
uniform,4,99054,G21A,11,True,11,7362.117320652017,28420.586603260086,274,253,0,0,0,11,9,2,7,0,0.2615067958831787
uniform,4,99055,G25OR-S21,14,True,14,7049.5128157538575,27212.564078769294,258,247,0,0,0,0,0,0,0,0,0.09498286247253418
uniform,4,99055,G21A,14,True,14,7925.371896742359,32021.859483711803,247,216,0,0,0,12,10,2,7,0,0.35744380950927734
uniform,4,99056,G25OR-S21,16,True,16,4720.172180959791,19350.860904798945,132,110,0,0,0,0,0,0,0,0,0.08468341827392578
uniform,4,99056,G21A,16,True,16,4484.060496375012,18285.302481875064,129,102,0,0,0,11,8,3,7,0,0.3106064796447754
uniform,4,99057,G25OR-S21,10,True,10,6495.828498967342,24354.142494836717,264,255,0,0,0,0,0,0,0,0,0.07595157623291016
uniform,4,99057,G21A,10,True,10,6651.390475791288,25381.952378956426,257,240,0,0,0,10,10,0,6,0,0.26762866973876953
uniform,4,99058,G25OR-S21,16,True,16,6797.994202919859,27389.9710145993,209,195,0,0,0,0,0,0,0,0,0.10100460052490234
uniform,4,99058,G21A,16,True,16,6301.773371276741,25163.866856383713,202,179,0,0,0,13,11,2,9,0,0.4257802963256836
uniform,4,99059,G25OR-S21,10,True,10,6380.019458504204,23915.097292521015,259,252,0,0,0,0,0,0,0,0,0.07228946685791016
uniform,4,99059,G21A,10,True,10,6807.37790946134,26146.889547306684,259,233,0,0,0,10,8,2,6,0,0.3065378665924072
uniform,4,99060,G25OR-S21,14,True,14,7028.286772214023,27936.43386107012,230,221,0,0,0,0,0,0,0,0,0.10327839851379395
uniform,4,99060,G21A,14,True,14,6887.157650223693,27755.788251118443,214,196,0,0,0,14,13,1,8,0,0.3937954902648926
uniform,4,99061,G25OR-S21,12,True,12,6923.972367279039,26884.861836395197,250,237,0,0,0,0,0,0,0,0,0.08825159072875977
uniform,4,99061,G21A,12,True,12,7309.770861964206,29213.85430982104,239,212,0,0,0,11,9,2,7,0,0.33251094818115234
uniform,4,99062,G25OR-S21,12,True,12,7234.576719560682,26962.88359780342,300,282,0,0,0,0,0,0,0,0,0.0909273624420166
uniform,4,99062,G21A,12,True,12,7476.085387812502,28540.426939062516,290,258,0,0,0,10,9,1,6,0,0.31351590156555176
uniform,4,99063,G25OR-S21,16,True,16,6360.4280550373915,25257.140275186954,208,189,0,0,0,0,0,0,0,0,0.08623576164245605
uniform,4,99063,G21A,16,True,16,7010.150121458624,28380.750607293117,216,174,0,0,0,13,9,4,9,0,0.41964292526245117
uniform,4,99064,G25OR-S21,10,True,10,6741.345043288456,25466.72521644228,268,258,0,0,0,0,0,0,0,0,0.07324457168579102
uniform,4,99064,G21A,10,True,10,7003.300275091624,26836.501375458134,268,243,1,0,0,9,9,0,6,0,0.2861788272857666
uniform,4,99065,G25OR-S21,11,True,11,7033.992842473004,26489.96421236502,282,271,0,0,0,0,0,0,0,0,0.08734536170959473
uniform,4,99065,G21A,11,True,11,7396.69812972601,28528.490648630042,278,246,0,0,0,10,8,2,7,0,0.28867506980895996
uniform,4,99066,G25OR-S21,11,True,11,7814.048612351283,30685.243061756428,273,257,0,0,0,0,0,0,0,0,0.0721285343170166
