mode,seed,sources,baseline_v,baseline_per_source,O3_v,O3_per_source,O0_v,O0_per_source,A_v,A_per_source,A_dist,A_dist_per_source,A_measures,A_measures_per_source,A_all_found,B_v,B_per_source,B_cleanup_v,B_cleanup_per_source,B_cleanup_dist,B_cleanup_dist_per_source,B_all_clear,B_success,C_v,C_per_source,C_naive_v,C_naive_per_source,C_dist,C_measures,C_candidate,C_resolve_key,C_all_clear,C_success,order_gain_per_source,info_cost_per_source,integration_gap_per_source,total_gap_per_source
3,160037,10,3763.05250129587,376.305250129587,2515.8969558757267,251.58969558757266,1523.6815181397524,152.36815181397523,1047.0,104.7,3600.0,360.0,55,5.5,True,2655.981846876452,265.5981846876452,1608.981846876452,160.8981846876452,7794.9092343822595,779.490923438226,True,True,3763.05250129587,376.305250129587,3763.05250129587,376.305250129587,15215.262506479352,112,baseline,mec,True,True,0.0,110.70706544194181,113.23003287366996,223.93709831561176
3,160038,16,4740.279195651799,296.2674497282374,3322.285700500087,207.64285628125543,2090.611329409173,130.6632080880733,1633.0,102.0625,6000.0,375.0,73,4.5625,True,3602.4025257321364,225.15015785825852,1969.4025257321364,123.08765785825852,9447.012628660681,590.4382892912926,True,True,4680.353637875188,292.52210236719924,4766.8602424805795,297.9287651550362,19611.768189375933,115,baseline,mec,True,True,3.7453473610381707,67.37194450894071,94.48694977018522,165.6042416401641
3,160039,15,4483.581129811569,298.9054086541046,3729.3183004565067,248.6212200304338,2057.133734239977,137.1422489493318,2021.0000000000002,134.73333333333335,7200.000000000001,480.00000000000006,98,6.533333333333333,True,3903.1270743529885,260.20847162353255,1882.1270743529883,125.47513829019923,9035.635371764944,602.3756914509962,True,True,4483.581129811569,298.9054086541046,4483.581129811569,298.9054086541046,18217.90564905783,130,baseline,mec,True,True,0.0,38.69693703057201,123.06622267420077,161.7631597047728
3,160040,11,3928.601420626202,357.1455836932911,2629.258063045498,239.02346027686346,1812.9154992742713,164.81049993402465,1040.0,94.54545454545455,3600.0,327.27272727272725,54,4.909090909090909,True,2855.9438066815496,259.63125515286816,1815.9438066815496,165.0858006074136,8804.719033407744,800.4290030370677,True,True,3928.601420626202,357.1455836932911,4010.2805260737696,364.57095691579724,16143.007103131013,108,baseline,mec,True,True,0.0,97.51432854042295,94.82075521884349,192.33508375926647
3,160041,11,4616.440410837772,419.67640098525203,3521.10604033472,320.1005491213382,1976.7510292562638,179.70463902329672,1675.0,152.27272727272728,6000.0,545.4545454545455,80,7.2727272727272725,True,3658.21172504958,332.5647022772345,1983.2117250495799,180.29197500450726,9641.0586252479,876.4598750225364,True,True,4445.293640678229,404.11760369802084,4631.459382276379,421.04176202512537,18376.46820339115,119,baseline_rev,mec,True,True,15.558797287231176,71.5529014207863,152.86006325393782,239.9717619619553
3,160042,15,4913.763456619575,327.584230441305,3483.778211870052,232.2518807913368,1960.1810255506125,130.6787350367075,1764.0,117.6,6000.0,400.0,95,6.333333333333333,True,3564.9834083309174,237.6655605553945,1800.9834083309174,120.0655605553945,8629.917041654588,575.3278027769725,True,True,4913.763456619575,327.584230441305,4913.763456619575,327.584230441305,20128.817283097862,139,baseline,mec,True,True,0.0,89.91866988591049,106.986825518687,196.90549540459747
3,160043,13,4104.357606824855,315.7198159096042,3465.6869547250753,266.59130420962117,1704.658400055603,131.12756923504637,1669.0,128.3846153846154,6000.0,461.53846153846155,79,6.076923076923077,True,3412.0558418865235,262.46583399127104,1743.0558418865235,134.08121860665565,8390.27920943262,645.4060930332785,True,True,4104.357606824855,315.7198159096042,4144.911084136591,318.83931416435314,16671.788034124278,118,baseline,mec,True,True,0.0,53.25398191833319,131.33826475622465,184.59224667455783
3,160044,12,3913.0129900783786,326.0844158398649,2817.2297936551663,234.76914947126386,1677.0404560895597,139.75337134079663,1363.0,113.58333333333333,4800.0,400.0,68,5.666666666666667,True,3048.691835802716,254.05765298355968,1685.691835802716,140.47431965022633,8128.4591790135855,677.3715982511321,True,True,3913.0129900783786,326.0844158398649,3913.0129900783786,326.0844158398649,15765.064950391896,117,baseline,mec,True,True,0.0,72.02676285630521,114.30428164276303,186.33104449906827
3,160045,11,4409.494443418114,400.8631312198286,3604.213999894156,327.655818172196,2000.7217673297564,181.88379702997784,2093.0,190.27272727272728,7200.000000000001,654.5454545454546,110,10.0,True,3952.4336443700818,359.3121494881893,1859.4336443700818,169.03942221546197,9022.168221850403,820.1971110773094,True,True,4409.494443418114,400.8631312198286,4409.494443418114,400.8631312198286,17787.47221709057,135,baseline,mec,True,True,0.0,41.550981731639325,177.4283524582114,218.97933418985073
3,160046,15,4489.219845535391,299.2813230356927,3640.0349026640833,242.6689935109389,1897.0161782535665,126.46774521690443,1908.0000000000002,127.20000000000002,7200.000000000001,480.00000000000006,79,5.266666666666667,True,3728.5212050658656,248.56808033772438,1820.5212050658654,121.36808033772436,8727.606025329325,581.8404016886217,True,True,4489.219845535391,299.2813230356927,4794.91246808348,319.66083120556533,18496.09922767694,120,baseline,mec,True,True,0.0,50.713242697968354,122.10033512081993,172.8135778187883
3,160047,16,3660.4493327941473,228.7780832996342,2878.29100555444,179.8931878471525,1387.5513652168586,86.72196032605366,1520.0,95.0,6000.0,375.0,54,3.375,True,2890.6957932808837,180.66848708005523,1370.6957932808837,85.66848708005523,6453.478966404418,403.34243540027614,True,True,3783.393937757058,236.46212110981614,3783.393937757058,236.46212110981614,15631.969688785292,97,baseline,mec,True,True,-7.684037810181934,55.79363402976091,93.94652675400157,142.05612297358056
3,160048,12,4408.862037060963,367.4051697550803,3594.3814180519034,299.5317848376586,1796.165032909962,149.6804194091635,2051.0,170.91666666666666,7200.000000000001,600.0000000000001,103,8.583333333333334,True,3865.734146641112,322.1445122200927,1814.7341466411121,151.22784555342602,8773.670733205563,731.1392277671303,True,True,4407.816813178489,367.31806776487406,4407.816813178489,367.31806776487406,17854.08406589244,132,baseline,true,True,True,0.08710199020621683,45.17355554478138,172.46409281092917,217.72475034591676
