mode,seed,method,sources,success,cleared,virtual_time_s,distance_m,measure_calls,clear_calls,failed_clear
4,160023,O0,14,True,14,1448.6487301285565,6893.243650642786,0,14,0
4,160024,G25OR,15,True,15,10234.901878734872,35944.50939367436,508,15,0
4,160024,O1,15,True,15,9484.901878734869,35944.50939367436,383,15,0
4,160024,O2,15,True,15,7829.682796244392,26288.413981221962,420,15,0
4,160024,O3,15,True,15,6782.585948316712,24797.929741583557,295,15,0
4,160024,O0,15,True,15,1995.0669192318471,9600.334596159235,0,15,0
4,160025,G25OR,13,True,13,7191.19093680943,27045.954684047152,287,13,0
4,160025,O1,13,True,13,6138.190936809431,27045.954684047152,112,13,0
4,160025,O2,13,True,13,6023.038525879362,22745.192629396824,239,13,0
4,160025,O3,13,True,13,4221.793219928281,18933.966099641413,64,13,0
4,160025,O0,13,True,13,1978.113566435744,9565.56783217872,0,13,0
4,160026,G25OR,13,True,13,7010.733171405326,26123.665857026637,288,13,0
4,160026,O1,13,True,13,5666.448572291348,24662.242861456747,112,13,0
4,160026,O2,13,True,13,6320.459827072361,24107.299135361798,243,13,0
4,160026,O3,13,True,13,5044.143596347512,22945.717981737555,68,13,0
4,160026,O0,13,True,13,1972.507365741621,9537.536828708104,0,13,0
4,160027,G25OR,15,True,15,10329.392416489136,36461.96208244569,507,15,0
4,160027,O1,15,True,15,9580.392416489136,36461.96208244569,382,15,0
4,160027,O2,15,True,15,8052.35233071022,27461.76165355112,418,15,0
4,160027,O3,15,True,15,7212.358487737022,27001.79243868512,293,15,0
4,160027,O0,15,True,15,2208.5820705125975,10667.910352562989,0,15,0
4,160028,G25OR,13,True,13,7194.434171900619,26207.17085950311,317,13,0
4,160028,O1,13,True,13,6145.434171900619,26207.17085950311,142,13,0
4,160028,O2,13,True,13,6162.496062627887,22602.480313139433,267,13,0
4,160028,O3,13,True,13,4980.996028670333,21919.980143351662,92,13,0
4,160028,O0,13,True,13,1883.850119848723,9094.250599243616,0,13,0
4,160029,G25OR,16,True,16,7490.411027634658,29012.05513817328,271,16,0
4,160029,O1,16,True,16,6938.411027634658,29012.05513817328,179,16,0
4,160029,O2,16,True,16,5737.2081773802665,22121.04088690134,209,16,0
4,160029,O3,16,True,16,5184.2081773802665,22121.04088690134,117,16,0
4,160029,O0,16,True,16,1940.0682602495065,9300.341301247532,0,16,0
4,160030,G25OR,16,True,16,10912.873947583692,39124.369737918474,518,16,0
4,160030,O1,16,True,16,10312.873947583694,39124.369737918474,418,16,0
4,160030,O2,16,True,16,7955.901647749692,27229.50823874845,409,16,0
4,160030,O3,16,True,16,7355.901647749692,27229.50823874845,309,16,0
4,160030,O0,16,True,16,1919.5727435706842,9197.863717853419,0,16,0
4,160031,G25OR,14,True,14,7405.351461277331,27561.757306386648,305,14,0
4,160031,O1,14,True,14,6345.602547685657,26763.012738428286,155,14,0
4,160031,O2,14,True,14,6614.355521037477,25281.777605187388,252,14,0
4,160031,O3,14,True,14,5382.4287868211195,23592.143934105603,102,14,0
4,160031,O0,14,True,14,2109.1011020735677,10195.505510367839,0,14,0
4,160032,G25OR,10,True,10,6848.399221425234,24651.996107126168,313,10,0
4,160032,O1,10,True,10,4557.290057527622,20661.45028763811,63,10,0
4,160032,O2,10,True,10,6442.557915917266,23712.789579586333,279,10,0
4,160032,O3,10,True,10,3140.7112687923814,14608.556343961904,29,10,0
4,160032,O0,10,True,10,1374.1592798125464,6620.796399062733,0,10,0
4,160033,G25OR,12,True,12,8971.178577165889,30865.89288582945,464,12,0
4,160033,O1,12,True,12,7772.1785771658915,30865.89288582945,264,12,0
4,160033,O2,12,True,12,7498.065838843197,24895.32919421598,414,12,0
4,160033,O3,12,True,12,6248.252309005924,24626.261545029618,214,12,0
4,160033,O0,12,True,12,1975.336819284561,9576.684096422807,0,12,0
4,160034,G25OR,15,True,15,7172.589681278892,27642.948406394455,263,15,0
4,160034,O1,15,True,15,5974.320673561642,25396.603367808217,138,15,0
4,160034,O2,15,True,15,6609.243225673851,26286.216128369266,217,15,0
4,160034,O3,15,True,15,4572.223763032387,19806.118815161943,92,15,0
4,160034,O0,15,True,15,2031.901856109208,9784.50928054604,0,15,0
4,160035,G25OR,15,True,15,7776.15793845563,30050.789692278155,284,15,0
4,160035,O1,15,True,15,7027.157938455629,30050.789692278155,159,15,0
4,160035,O2,15,True,15,6726.886895055471,26774.43447527737,220,15,0
4,160035,O3,15,True,15,5894.586112774815,26347.930563874084,95,15,0
4,160035,O0,15,True,15,2293.1616004460584,11090.808002230293,0,15,0
4,160036,G25OR,14,True,14,9244.467377987437,31662.33688993719,483,14,0
4,160036,O1,14,True,14,8344.467377987437,31662.33688993719,333,14,0
4,160036,O2,14,True,14,7812.544841928721,26202.724209643617,421,14,0
4,160036,O3,14,True,14,6883.04438261027,26040.221913051362,271,14,0
4,160036,O0,14,True,14,2011.2876920851693,9706.438460425848,0,14,0
4,160037,G25OR,10,True,10,7004.347976937219,24946.739884686096,329,10,0
4,160037,O1,10,True,10,5258.662837267828,23698.314186339147,79,10,0
4,160037,O2,10,True,10,6645.113948939017,24095.56974469508,300,10,0
4,160037,O3,10,True,10,4286.777319310367,19748.88659655183,50,10,0
4,160037,O0,10,True,10,1624.0221615763871,7870.110807881936,0,10,0
4,160038,G25OR,16,True,16,4365.721315928526,16708.60657964263,159,16,0
4,160038,O1,16,True,16,4101.721315928526,16708.60657964263,115,16,0
4,160038,O2,16,True,16,3888.8827260617195,16039.4136303086,102,16,0
4,160038,O3,16,True,16,3625.8827260617195,16039.4136303086,58,16,0
4,160038,O0,16,True,16,1968.6369353430134,9443.184676715067,0,16,0
4,160039,G25OR,15,True,15,10737.729377357033,38308.646886785195,516,15,0
4,160039,O1,15,True,15,9637.046872548173,36525.23436274088,392,15,0
4,160039,O2,15,True,15,7968.55105162499,27227.755258124944,412,15,0
4,160039,O3,15,True,15,6858.337955923327,25416.689779616634,287,15,0
4,160039,O0,15,True,15,2057.133734239977,9910.668671199886,0,15,0
4,160040,G25OR,11,True,11,6838.59187628959,24917.95938144795,303,11,0
4,160040,O1,11,True,11,5036.71871802248,22638.593590112407,78,11,0
4,160040,O2,11,True,11,6218.576818989452,22872.884094947258,269,11,0
4,160040,O3,11,True,11,4199.240469467101,19506.202347335508,44,11,0
4,160040,O0,11,True,11,1633.9883858747028,7894.9419293735145,0,11,0
4,160041,G25OR,11,True,11,7157.082858200228,25625.41429100113,331,11,0
4,160041,O1,11,True,11,5616.949327845184,24659.74663922591,106,11,0
4,160041,O2,11,True,11,6678.230355557073,24466.151777785362,292,11,0
4,160041,O3,11,True,11,4414.287646639799,19856.438233199,67,11,0
4,160041,O0,11,True,11,1670.340553491534,8076.702767457669,0,11,0
4,160042,G25OR,15,True,15,10300.223050027796,36146.11525013901,514,15,0
4,160042,O1,15,True,15,9549.223050027798,36146.11525013901,389,15,0
4,160042,O2,15,True,15,7929.727909098487,26758.63954549244,421,15,0
4,160042,O3,15,True,15,7179.7279090984875,26758.63954549244,296,15,0
4,160042,O0,15,True,15,1960.1810255506125,9425.905127753063,0,15,0
4,160043,G25OR,13,True,13,7141.059026317619,27080.295131588093,278,13,0
4,160043,O1,13,True,13,5705.0573170738535,25130.286585369267,103,13,0
4,160043,O2,13,True,13,6289.26853449261,24251.342672463063,233,13,0
4,160043,O3,13,True,13,4277.170067582924,19380.85033791462,58,13,0
4,160043,O0,13,True,13,1932.5500787641136,9337.750393820566,0,13,0
4,160044,G25OR,12,True,12,7621.203546437998,27251.017732189994,355,12,0
4,160044,O1,12,True,12,5792.614524214887,24098.07262107444,155,12,0
4,160044,O2,12,True,12,6953.135995090984,25160.679975454917,314,12,0
4,160044,O3,12,True,12,4236.1707255345045,17540.853627672528,114,12,0
4,160044,O0,12,True,12,1743.814289403448,8419.07144701724,0,12,0
4,160045,G25OR,11,True,11,9503.61372947792,32708.06864738961,493,11,0
4,160045,O1,11,True,11,8153.613729477919,32708.06864738961,268,11,0
4,160045,O2,11,True,11,8112.0603633052915,27200.301816526444,440,11,0
4,160045,O3,11,True,11,6764.06036330529,27200.301816526444,215,11,0
4,160045,O0,11,True,11,2000.7217673297564,9728.608836648782,0,11,0
4,160046,G25OR,15,True,15,7237.5493507305055,28702.746753652522,239,15,0
4,160046,O1,15,True,15,5419.166212862717,23360.83106431358,113,15,0
4,160046,O2,15,True,15,6891.281239823594,28286.406199117962,197,15,0
4,160046,O3,15,True,15,4430.832249632402,19684.161248162007,72,15,0
4,160046,O0,15,True,15,1814.5757273758268,8697.878636879135,0,15,0
4,160047,G25OR,16,True,16,6114.212967462195,24021.06483731098,207,16,0
4,160047,O1,16,True,16,5683.212967462195,24021.06483731098,135,16,0
4,160047,O2,16,True,16,5029.91822610718,20119.591130535893,157,16,0
4,160047,O3,16,True,16,4598.91822610718,20119.591130535893,85,16,0
4,160047,O0,16,True,16,2058.5986320892716,9892.993160446358,0,16,0
4,160048,G25OR,12,True,12,8589.092249157397,28565.461245786984,475,12,0
4,160048,O1,12,True,12,7002.958440712171,26654.792203560854,274,12,0
4,160048,O2,12,True,12,7649.442585229384,25017.212926146938,435,12,0
4,160048,O3,12,True,12,5946.2245374804115,22471.122687402065,235,12,0
4,160048,O0,12,True,12,1796.165032909962,8680.82516454981,0,12,0
4,160049,G25OR,14,True,14,7079.771309502983,26633.85654751491,284,14,0
4,160049,O1,14,True,14,5768.188782918108,24555.943914590534,134,14,0
4,160049,O2,14,True,14,6234.661941885584,23978.309709427922,232,14,0
4,160049,O3,14,True,14,5054.820327732766,22549.10163866383,82,14,0
4,160049,O0,14,True,14,1624.0271606746483,7770.135803373242,0,14,0
