mode,seed,kind,sources,success,cleared,virtual_time_s,time_per_source_s,distance_m,measures,switches,clear_calls,failed_clear,cost_identity_error_s
3,160048,edge,12,True,12,3891.281463995586,324.2734553329655,15361.407319977925,129,114,12,0,9.094947017729282e-13
3,160049,uniform,14,True,14,4070.660352864921,290.7614537760658,16493.30176432461,120,102,14,0,-9.094947017729282e-13
3,260000,edge,11,True,11,3870.6810158924604,351.88009235386005,15368.405079462298,126,112,11,0,9.094947017729282e-13
3,260001,uniform,10,True,10,3000.8942124335235,300.0894212433524,11124.471062167617,123,111,10,0,0.0
3,260002,uniform,11,True,11,3295.3152467343666,299.5741133394879,12826.576233671833,114,105,11,0,0.0
3,260003,edge,14,True,14,4219.0277874082185,301.35912767201563,16800.13893704109,135,114,14,0,0.0
3,260004,uniform,15,True,15,3667.5894369827693,244.50596246551794,14977.947184913848,102,87,15,0,-4.547473508864641e-13
3,260005,uniform,10,True,10,2760.766158193883,276.0766158193883,10288.830790969414,110,103,10,0,0.0
3,260006,edge,15,True,15,4176.096641231283,278.40644274875217,16310.483206156408,143,124,15,0,9.094947017729282e-13
3,260007,uniform,13,True,13,3607.159225137224,277.47378654901723,14745.796125686116,101,88,13,0,9.094947017729282e-13
3,260008,uniform,16,True,16,3759.6046018408088,234.97528761505055,15568.023009204042,96,86,16,0,4.547473508864641e-13
3,260009,edge,10,True,10,3676.2392615040367,367.6239261504037,13711.196307520184,150,134,10,0,0.0
3,260010,uniform,10,True,10,2610.619670677397,261.0619670677397,9798.09835338699,101,96,10,0,-9.094947017729282e-13
3,260011,uniform,13,True,13,3511.5692709470213,270.1207131497709,14142.846354735104,105,93,13,0,4.547473508864641e-13
3,260012,edge,15,True,15,4363.577027089437,290.9051351392958,17492.885135447177,135,115,15,0,1.8189894035458565e-12
3,260013,uniform,10,True,10,3051.509951107757,305.1509951107757,11612.549755538781,115,104,10,0,9.094947017729282e-13
3,260014,uniform,12,True,12,3287.2956191648964,273.9413015970747,13051.478095824483,105,92,12,0,0.0
3,260015,edge,12,True,12,3690.5169485891047,307.54307904909206,14182.584742945523,135,119,12,0,0.0
3,260016,uniform,15,True,15,2976.915717876388,198.46104785842587,12184.578589381941,79,70,15,0,0.0
3,260017,uniform,14,True,14,3183.693725167554,227.4066946548253,13048.468625837768,85,79,14,0,4.547473508864641e-13
3,260018,edge,11,True,11,3892.786969919886,353.88972453817144,15413.934849599429,129,110,11,0,0.0
3,260019,uniform,16,True,16,3690.9624542414667,230.68515339009167,14764.812271207331,112,98,16,0,4.547473508864641e-13
3,260020,uniform,15,True,15,2936.414017414918,195.76093449432787,11642.07008707459,90,83,15,0,0.0
3,260021,edge,11,True,11,3615.478329883246,328.6798481712042,13942.391649416228,131,117,11,0,4.547473508864641e-13
3,260022,uniform,15,True,15,3659.4607742245366,243.96405161496912,14632.30387112268,112,98,15,0,4.547473508864641e-13
3,260023,uniform,14,True,14,3782.5547403410515,270.1824814529322,15437.773701705257,106,95,14,0,0.0
3,260024,edge,12,True,12,3580.105839209277,298.34215326743976,13670.529196046386,134,116,12,0,-4.547473508864641e-13
3,260025,uniform,14,True,14,3176.4460486882076,226.88900347772912,12657.230243441036,97,90,14,0,4.547473508864641e-13
3,260026,uniform,11,True,11,3214.261729871444,292.2056118064949,12456.30864935722,113,103,11,0,0.0
3,260027,edge,14,True,14,4034.77395479175,288.19813962798213,16048.869773958755,129,110,14,0,-9.094947017729282e-13
3,260028,uniform,15,True,15,3689.0153220071425,245.93435480047617,14995.07661003572,105,90,15,0,-1.3642420526593924e-12
3,260029,uniform,11,True,11,3402.624958928479,309.3295417207708,13433.124794642394,112,101,11,0,0.0
3,260030,edge,13,True,13,4067.634499974307,312.89496153648514,16048.172499871533,135,118,13,0,4.547473508864641e-13
3,260031,uniform,15,True,15,3457.027757472663,230.4685171648442,14015.138787363318,98,89,15,0,-4.547473508864641e-13
3,260032,uniform,10,True,10,3278.0984743385766,327.80984743385767,12615.492371692884,119,110,10,0,-4.547473508864641e-13
3,260033,edge,16,True,16,4142.463237748788,258.90395235929924,16667.31618874394,125,104,16,0,0.0
3,260034,uniform,11,True,11,3448.13287023459,313.4666245667809,13345.664351172947,123,109,11,0,4.547473508864641e-13
3,260035,uniform,12,True,12,3478.306227684919,289.8588523070766,13886.5311384246,109,96,12,0,-9.094947017729282e-13
3,260036,edge,11,True,11,3614.4778036882535,328.5888912443867,13672.389018441261,140,125,11,0,1.3642420526593924e-12
3,260037,uniform,10,True,10,3069.524719140992,306.9524719140992,11782.623595704968,112,103,10,0,-1.3642420526593924e-12
3,260038,uniform,15,True,15,3578.88486440662,238.59232429377468,14429.424322033099,105,93,15,0,4.547473508864641e-13
3,260039,edge,16,True,16,4471.913620168584,279.4946012605365,18504.56810084292,119,96,16,0,0.0
3,260040,uniform,11,True,11,3177.528272494793,288.8662065904357,12412.641362473962,108,100,11,0,4.547473508864641e-13
3,260041,uniform,13,True,13,3360.309482810103,258.4853448315464,13586.54741405051,98,88,13,0,9.094947017729282e-13
3,260042,edge,16,True,16,4343.000826076937,271.4375516298086,17265.004130384692,139,115,16,0,-9.094947017729282e-13
3,260043,uniform,12,True,12,3327.8384364371123,277.3198697030927,13094.192182185565,110,99,12,0,-9.094947017729282e-13
3,260044,uniform,14,True,14,3861.158191722389,275.7970136944563,15930.790958611951,103,90,14,0,-1.3642420526593924e-12
3,260045,edge,14,True,14,4093.5469021042086,292.3962072931578,16002.734510521046,141,118,14,0,-4.547473508864641e-13
3,260046,uniform,14,True,14,3936.8178733713835,281.2012766693845,15919.089366856917,116,100,15,1,0.0
3,260047,uniform,14,True,14,3023.7953882911215,215.98538487793726,12018.97694145561,93,85,14,0,-4.547473508864641e-13
3,260048,edge,11,True,11,3768.1225819082665,342.55659835529696,14490.612909541342,139,120,11,0,-1.8189894035458565e-12
3,260049,uniform,12,True,12,3103.454288128178,258.6211906773482,12117.27144064089,105,95,12,0,0.0
3,260050,uniform,10,True,10,3074.9322872313323,307.49322872313326,11774.661436156668,113,105,10,0,-1.3642420526593924e-12
3,260051,edge,10,True,10,3672.347855854193,367.2347855854193,14281.739279270963,130,116,10,0,0.0
3,260052,uniform,11,True,11,3217.264679604971,292.47860723681555,12531.323398024853,111,101,11,0,4.547473508864641e-13
3,260053,uniform,16,True,16,3637.062259382394,227.31639121139963,14955.31129691197,97,81,16,0,0.0
3,260054,edge,13,True,13,4360.905819547743,335.45429381136483,17304.529097738716,142,125,13,0,0.0
3,260055,uniform,15,True,15,3299.834281603038,219.98895210686922,13439.17140801519,91,82,15,0,0.0
3,260056,uniform,12,True,12,3655.556518353331,304.6297098627776,14417.78259176665,121,107,12,0,9.094947017729282e-13
3,260057,edge,10,True,10,3666.123764504301,366.61237645043013,14250.618822521505,130,116,10,0,0.0
3,260058,uniform,11,True,11,2902.468182949267,263.8607439044788,10947.340914746334,111,103,11,0,4.547473508864641e-13
3,260059,uniform,11,True,11,3215.0314257788145,292.2755841617104,12710.15712889407,105,93,11,0,4.547473508864641e-13
3,260060,edge,10,True,10,3850.158757504667,385.0158757504667,14850.793787523333,141,125,10,0,4.547473508864641e-13
3,260061,uniform,15,True,15,3155.7623927303835,210.3841595153589,12718.811963651915,91,82,15,0,4.547473508864641e-13
3,260062,uniform,13,True,13,3535.6179115552072,271.9706085811698,14413.08955777604,99,90,14,1,-9.094947017729282e-13
3,260063,edge,13,True,13,3854.8601375124513,296.52770288557315,15234.300687562258,127,108,13,0,-4.547473508864641e-13
3,260064,uniform,13,True,13,3083.010668899654,237.1546668384349,12270.053344498272,95,89,13,0,-4.547473508864641e-13
3,260065,uniform,15,True,15,3543.0842195592973,236.2056146372865,14295.42109779648,103,88,17,2,1.3642420526593924e-12
3,260066,edge,16,True,16,4383.656292171201,273.97851826070007,17893.281460856,124,105,16,0,9.094947017729282e-13
3,260067,uniform,16,True,16,3459.3785653370737,216.2111603335671,14131.892826685367,94,83,16,0,4.547473508864641e-13
3,260068,uniform,10,True,10,3104.8674910537884,310.48674910537886,12074.337455268942,108,100,10,0,0.0
3,260069,edge,13,True,13,4450.069952264163,342.3130732510894,17850.349761320813,139,120,13,0,0.0
3,260070,uniform,11,True,11,3390.957291610103,308.26884469182755,13239.786458050514,117,103,11,0,0.0
3,260071,uniform,10,True,10,3056.851559513526,305.6851559513526,11784.25779756763,110,100,10,0,0.0
3,260072,edge,10,True,10,3498.7792797265884,349.8779279726588,13473.896398632936,128,114,10,0,9.094947017729282e-13
3,260073,uniform,11,True,11,3100.951149656739,281.90464996879444,12094.755748283698,106,97,11,0,-9.094947017729282e-13
3,260074,uniform,15,True,15,2968.4035461355375,197.89356974236915,12042.01773067769,82,75,15,0,-4.547473508864641e-13
3,260075,edge,14,True,14,4393.662444121833,313.83303172298804,17758.31222060916,132,112,14,0,9.094947017729282e-13
3,260076,uniform,11,True,11,3282.702256911314,298.42747790102857,12678.511284556565,117,107,11,0,9.094947017729282e-13
3,260077,uniform,12,True,12,3163.938367258496,263.66153060487466,12319.691836292479,109,95,12,0,0.0
3,260078,edge,14,True,14,4600.078059672657,328.57700426233265,18765.390298363276,133,112,14,0,1.8189894035458565e-12
3,260079,uniform,13,True,13,3336.6141188675324,256.66262452827175,12908.070594337665,117,105,13,0,-4.547473508864641e-13
3,260080,uniform,10,True,10,3128.5422637508277,312.85422637508276,12122.711318754142,110,104,10,0,-4.547473508864641e-13
3,260081,edge,14,True,14,4057.639961633188,289.831425830942,15883.19980816594,138,121,14,0,-4.547473508864641e-13
3,260082,uniform,14,True,14,3560.1508642110603,254.29649030079003,14385.754321055292,104,93,14,0,1.8189894035458565e-12
3,260083,uniform,15,True,15,3339.775693635304,222.65171290902026,13518.878468176516,95,86,15,0,9.094947017729282e-13
3,260084,edge,12,True,12,4052.4834102353584,337.70695085294653,16182.417051176795,129,111,12,0,-4.547473508864641e-13
3,260085,uniform,10,True,10,3412.471152447593,341.2471152447593,13322.355762237963,118,108,10,0,4.547473508864641e-13
3,260086,uniform,13,True,13,3220.452918236661,247.72714755666624,12877.2645911833,98,90,13,0,9.094947017729282e-13
3,260087,edge,14,True,14,4337.936111794596,309.8525794138997,17129.680558972985,143,127,14,0,-9.094947017729282e-13
3,260088,uniform,13,True,13,2920.1994062803024,224.63072356002326,11690.99703140151,87,82,13,0,4.547473508864641e-13
3,260089,uniform,13,True,13,3212.9140753613674,247.14723656625904,12784.570376806832,100,91,13,0,9.094947017729282e-13
3,260090,edge,15,True,15,4036.4690517151507,269.09793678101005,16137.345258575748,125,109,15,0,1.3642420526593924e-12
3,260091,uniform,14,True,14,3640.7470302116035,260.05335930082884,14943.73515105802,99,87,14,0,-4.547473508864641e-13
3,260092,uniform,12,True,12,3128.7439772666653,260.7286647722221,12523.719886333327,95,89,12,0,0.0
3,260093,edge,12,True,12,3793.926371065834,316.1605309221528,14699.631855329175,135,119,12,0,-1.3642420526593924e-12
3,260094,uniform,12,True,12,3606.744990744352,300.56208256202933,14583.724953721756,107,95,12,0,9.094947017729282e-13
3,260095,uniform,14,True,14,3407.388310456151,243.3848793182965,13566.941552280752,106,94,14,0,4.547473508864641e-13
3,260096,edge,14,True,14,3922.672239645162,280.19087426036873,15613.361198225804,125,105,14,0,9.094947017729282e-13
3,260097,uniform,10,True,10,3147.9091376081833,314.79091376081834,11964.545688040918,119,110,10,0,-4.547473508864641e-13
3,260098,uniform,10,True,10,3196.0710207154857,319.6071020715486,12540.35510357743,108,98,10,0,-4.547473508864641e-13
3,260099,edge,11,True,11,3848.8088501589627,349.8917136508148,14999.044250794816,135,119,11,0,-4.547473508864641e-13
3,260100,uniform,12,True,12,3305.868810899398,275.48906757494984,12664.34405449699,121,108,12,0,-4.547473508864641e-13
3,260101,uniform,13,True,13,3396.759179405287,261.28916764656054,13273.795897026435,115,102,13,0,0.0
3,260102,edge,13,True,13,4318.141902141393,332.16476170318407,17185.709510706973,139,121,13,0,-1.8189894035458565e-12
3,260103,uniform,10,True,10,3707.2891371860183,370.7289137186018,14516.44568593009,128,114,10,0,4.547473508864641e-13
3,260104,uniform,12,True,12,3611.703715014296,300.97530958452467,14523.518575071475,110,97,12,0,9.094947017729282e-13
3,260105,edge,13,True,13,4042.7058982260814,310.9773767866217,15783.529491130408,140,121,13,0,0.0
3,260106,uniform,10,True,10,2957.2457872908276,295.72457872908274,11291.228936454136,110,99,10,0,4.547473508864641e-13
3,260107,uniform,16,True,16,3387.015363293278,211.68846020582987,13965.07681646639,87,79,16,0,0.0
3,260108,edge,15,True,15,4293.855190498205,286.25701269988036,17004.275952491014,141,113,15,0,1.8189894035458565e-12
3,260109,uniform,15,True,15,3283.846708883202,218.9231139255468,13254.23354441601,95,83,15,0,0.0
3,260110,uniform,15,True,15,2846.2427298604803,189.74951532403202,11316.213649302397,86,78,15,0,9.094947017729282e-13
3,260111,edge,14,True,14,4257.672596560111,304.1194711828651,17108.36298280055,131,111,14,0,9.094947017729282e-13
3,260112,uniform,11,True,11,3227.600092492931,293.4181902266301,12333.000462464652,120,106,11,0,4.547473508864641e-13
3,260113,uniform,15,True,15,3555.1273054617627,237.00848703078418,14425.636527308816,101,90,15,0,-4.547473508864641e-13
3,260114,edge,16,True,16,4225.2518491062965,264.07824056914353,16961.25924553148,129,108,16,0,0.0
3,260115,uniform,13,True,13,3919.8331809651763,301.5256293050136,15914.165904825886,114,102,13,0,-9.094947017729282e-13
3,260116,uniform,11,True,11,3017.4689410360197,274.3153582760018,11562.344705180096,109,105,11,0,4.547473508864641e-13
3,260117,edge,15,True,15,4497.393057643467,299.82620384289777,18346.965288217332,129,108,15,0,0.0
3,260118,uniform,13,True,13,3210.2736798599135,246.94412921999336,12696.368399299568,103,91,13,0,0.0
3,260119,uniform,13,True,13,3583.326990401212,275.64053772317016,14156.634952006061,117,102,13,0,-4.547473508864641e-13
3,260120,edge,16,True,16,4676.748430934696,292.2967769334185,19053.742154673477,135,111,16,0,9.094947017729282e-13
3,260121,uniform,15,True,15,3536.2099517444467,235.74733011629644,14241.049758722234,105,88,15,0,0.0
