seed,mode,variant,kind,sources,cleared,virtual_s,distance_m,measure_calls,switches,failed_clear,clear_calls,visited,opportunistic,wall_s
91045,4,G25,uniform,10,10,8433.575735558523,32192.878677792625,331,290,0,10,25,0,0.004340171813964844
91046,4,G25,uniform,16,16,8234.771115551208,33468.85557775606,253,196,0,16,23,0,0.0065402984619140625
91047,4,G25,uniform,11,11,8038.038887130345,30730.19443565172,316,257,0,11,25,0,0.004583835601806641
91048,4,G25,uniform,16,16,8455.542050533084,34357.71025266541,263,189,0,16,23,0,0.006607532501220703
91049,4,G25,uniform,15,15,8997.861127944532,36859.305639722654,269,206,0,15,25,0,0.006670713424682617
91050,4,G25,uniform,16,16,6411.636755666767,25873.183778333834,201,152,0,16,14,0,0.006658315658569336
91051,4,G25,uniform,16,16,7575.982176396022,31569.910881980148,206,152,0,16,20,0,0.006218671798706055
91052,4,G25,uniform,12,12,8719.819454958943,33239.09727479472,344,292,0,12,25,0,0.00556635856628418
91053,4,G25,uniform,14,14,8121.276447343906,32451.382236719524,268,221,0,14,25,0,0.005816221237182617
91054,4,G25,uniform,13,13,7826.9812366241795,31404.906183120907,255,206,0,13,25,0,0.005071878433227539
91055,4,G25,uniform,10,10,8948.673811279985,32498.369056399923,408,359,0,10,25,0,0.0051822662353515625
91056,4,G25,uniform,16,16,8427.409345119668,33772.04672559835,276,213,0,16,23,0,0.006601572036743164
91057,4,G25,uniform,13,13,8359.414997310281,32592.074986551408,306,246,0,13,25,0,0.005979776382446289
91058,4,G25,uniform,10,10,8543.678824848219,32278.394124241095,347,303,0,10,25,0,0.004393339157104492
91059,4,G25,uniform,16,16,8263.717790202938,33268.58895101468,266,200,0,16,20,0,0.007475376129150391
91060,4,G25,uniform,14,14,8320.586011723533,33142.93005861768,280,222,0,14,25,0,0.006348133087158203
91061,4,G25,uniform,14,14,8505.618147050813,34458.09073525407,266,214,0,14,25,0,0.006008148193359375
91062,4,G25,uniform,15,15,8363.71786049579,34378.58930247893,245,188,0,15,25,0,0.006726741790771484
91063,4,G25,uniform,10,10,8573.216069030093,32031.08034515047,361,312,0,10,25,0,0.0056116580963134766
91064,4,G25,uniform,14,14,8278.459883758162,33397.299418790804,264,209,0,14,25,0,0.007189750671386719
91065,4,G25,uniform,11,11,8512.364468088834,31356.82234044417,373,321,0,11,25,0,0.006159543991088867
91066,4,G25,uniform,15,15,8451.559415863,34387.79707931504,259,204,0,15,25,0,0.01034688949584961
91067,4,G25,uniform,13,13,8190.651418047718,32453.2570902386,281,230,0,13,25,0,0.007985830307006836
91068,4,G25,uniform,14,14,8967.425668948543,35437.128344742705,312,250,0,14,25,0,0.0070836544036865234
91069,4,G25,uniform,15,15,8239.212220537273,33446.06110268636,256,195,0,15,25,0,0.00899195671081543
91070,4,G25,uniform,14,14,8654.03630941278,34310.181547063876,297,237,0,14,25,0,0.008066654205322266
91071,4,G25,uniform,13,13,8836.480617877589,33982.40308938796,340,275,0,13,25,0,0.009147882461547852
91072,4,G25,uniform,12,12,8680.395769001685,32891.978845008416,350,292,0,12,25,0,0.007623910903930664
91073,4,G25,uniform,10,10,8143.209083454535,30491.045417272664,340,295,0,10,25,0,0.00580143928527832
91074,4,G25,uniform,11,11,7937.160650008405,30685.803250042027,299,250,0,11,25,0,0.005852460861206055
91075,4,G25,uniform,14,14,8147.513816266276,33377.56908133139,242,192,0,14,25,0,0.006330251693725586
91076,4,G25,uniform,10,10,8010.908737079515,30379.543685397584,322,275,0,10,25,0,0.004500627517700195
91077,4,G25,uniform,11,11,7925.946494834186,30104.73247417094,317,265,0,11,25,0,0.00783991813659668
91078,4,G25,uniform,10,10,7987.921609331443,29719.608046657195,341,289,0,10,25,0,0.004946470260620117
91079,4,G25,uniform,11,11,8190.334564422762,31686.6728221138,308,258,0,11,25,0,0.004902362823486328
91080,4,G25,uniform,14,14,8510.093535746273,33580.46767873139,298,234,0,14,25,0,0.0062105655670166016
91081,4,G25,uniform,14,14,8499.27122321622,33456.35611608109,300,238,0,14,25,0,0.0066034793853759766
91082,4,G25,uniform,15,15,9009.338170194678,37286.690850973406,257,192,0,15,25,0,0.00728607177734375
91083,4,G25,uniform,10,10,7636.248070232478,28766.240351162385,312,273,0,10,25,0,0.005307674407958984
91084,4,G25,uniform,15,15,8720.372103030608,35906.860515153036,254,194,0,15,25,0,0.00681304931640625
91085,4,G25,uniform,10,10,7721.878546737031,29109.392733685163,316,270,0,10,25,0,0.0056667327880859375
91086,4,G25,uniform,10,10,8336.817561619004,32129.087808095028,318,271,0,10,25,0,0.006063699722290039
91087,4,G25,uniform,13,13,8034.124186858778,31110.6209342939,299,252,0,13,25,0,0.0057718753814697266
91088,4,G25,uniform,14,14,8245.10224444507,33220.51122222534,265,206,0,14,25,0,0.008006572723388672
91089,4,G25,uniform,11,11,8316.629124107783,31168.145620538908,347,293,0,11,25,0,0.00665736198425293
91090,4,G25,uniform,10,10,8201.017953114118,30180.089765570596,360,315,0,10,25,0,0.0054399967193603516
91091,4,G25,uniform,12,12,8244.633126429957,32678.165632149805,283,234,0,12,25,0,0.005166292190551758
91092,4,G25,uniform,10,10,8502.370703182602,32026.853515913008,352,287,0,10,25,0,0.00490260124206543
91093,4,G25,uniform,13,13,8431.184941433763,33635.9247071688,282,229,0,13,25,0,0.006438255310058594
91094,4,G25,uniform,11,11,7881.329695763551,31031.648478817748,278,230,0,11,25,0,0.00450587272644043
91095,4,G25,uniform,16,16,8278.877540886087,33174.38770443043,270,214,0,16,24,0,0.0069122314453125
91096,4,G25,uniform,15,15,8085.458764940431,32687.29382470216,255,198,0,15,25,0,0.007175922393798828
91097,4,G25,uniform,10,10,8632.058078752058,32230.2903937603,365,311,0,10,25,0,0.004988670349121094
91098,4,G25,uniform,11,11,8312.54100401871,32072.705020093563,317,258,0,11,25,0,0.004761934280395508
91099,4,G25,uniform,13,13,8485.930105166139,32134.650525830722,341,289,0,13,25,0,0.006383657455444336
91000,4,G25O,uniform,15,15,7833.734729137312,29778.673645686566,303,288,0,15,25,45,0.008833169937133789
91001,4,G25O,uniform,11,11,7205.603119221728,26748.015596108653,302,291,0,11,25,38,0.007432699203491211
91002,4,G25O,uniform,11,11,7727.418399843705,28162.091999218508,343,325,0,11,25,28,0.006546497344970703
91003,4,G25O,uniform,10,10,7000.418776544343,25122.09388272172,323,311,0,10,25,39,0.005833148956298828
91004,4,G25O,uniform,12,12,7064.501196610693,26507.505983053477,285,278,0,12,25,38,0.006375312805175781
91005,4,G25O,uniform,14,14,7488.739654916926,28918.698274584644,275,260,0,14,25,39,0.007913351058959961
91006,4,G25O,uniform,10,10,7414.594446212313,26802.972231061565,336,324,0,10,25,25,0.005945444107055664
91007,4,G25O,uniform,16,16,5872.17022041256,21715.851102062796,243,234,0,16,18,38,0.006798505783081055
91008,4,G25O,uniform,10,10,6661.17981765972,23810.89908829861,310,299,0,10,25,32,0.005743503570556641
91009,4,G25O,uniform,16,16,4023.9083021149436,16119.54151057472,121,115,0,16,11,28,0.009777545928955078
91010,4,G25O,uniform,10,10,7412.913733380634,26414.56866690318,349,335,0,10,25,27,0.00972127914428711
91011,4,G25O,uniform,14,14,7101.733902943825,27248.669514719135,266,252,0,14,25,40,0.008533716201782227
91012,4,G25O,uniform,13,13,7259.263590203397,27321.317951016998,290,280,0,13,25,41,0.007261514663696289
91013,4,G25O,uniform,13,13,7100.66283357232,26328.314167861598,297,285,0,13,25,35,0.007187604904174805
91014,4,G25O,uniform,12,12,6883.045948692503,25440.229743462525,291,280,0,12,25,36,0.00605320930480957
91015,4,G25O,uniform,14,14,7222.21694346282,27961.084717314116,262,250,0,14,25,32,0.007915735244750977
91016,4,G25O,uniform,14,14,7361.803417032386,28239.01708516193,276,264,0,14,25,36,0.007493019104003906
91017,4,G25O,uniform,12,12,7312.54522557356,26637.726127867798,323,310,0,12,25,32,0.007715940475463867
91018,4,G25O,uniform,10,10,7305.714422321654,26438.57211160828,330,318,0,10,25,28,0.006015300750732422
91019,4,G25O,uniform,12,12,7353.93545387193,28279.67726935966,274,268,0,12,25,31,0.007147550582885742
91020,4,G25O,uniform,13,13,7339.484505517238,27482.422527586197,298,288,0,13,25,34,0.008541345596313477
91021,4,G25O,uniform,12,12,7422.324763924971,27096.62381962487,325,318,0,12,25,37,0.00654292106628418
91022,4,G25O,uniform,14,14,7253.743452350271,27848.717261751357,271,259,0,14,25,33,0.008264303207397461
91023,4,G25O,uniform,12,12,7590.02612598273,28425.13062991365,310,295,0,12,25,30,0.006259441375732422
91024,4,G25O,uniform,15,15,6969.522183758246,26892.610918791233,254,246,0,15,25,43,0.009143829345703125
91025,4,G25O,uniform,10,10,7008.732353659505,25248.661768297523,320,309,0,10,25,46,0.0060312747955322266
91026,4,G25O,uniform,14,14,7003.7096281666745,27748.54814083338,232,224,0,14,25,51,0.007743120193481445
91027,4,G25O,uniform,16,16,7212.400893386348,28237.004466931747,250,235,0,16,23,41,0.008397817611694336
91028,4,G25O,uniform,10,10,7425.019899645054,26585.099498225263,345,333,0,10,25,24,0.006738424301147461
91029,4,G25O,uniform,16,16,6214.755676564268,23798.778382821343,232,215,0,16,18,35,0.009178638458251953
91030,4,G25O,uniform,15,15,7162.720348421139,28553.601742105697,231,222,0,15,25,42,0.011167049407958984
91031,4,G25O,uniform,13,13,6949.709007476937,26443.54503738469,268,256,0,13,25,33,0.008461952209472656
91032,4,G25O,uniform,16,16,4850.633057338379,19318.16528669189,154,137,0,16,10,17,0.0068492889404296875
91033,4,G25O,uniform,14,14,7316.809733591498,28314.048667957493,265,259,0,14,25,45,0.007875204086303711
91034,4,G25O,uniform,10,10,7431.755931022615,26938.77965511308,334,324,0,10,25,38,0.0072553157806396484
91035,4,G25O,uniform,15,15,7347.763686232066,28758.81843116035,256,241,0,15,25,45,0.00915074348449707
91036,4,G25O,uniform,12,12,7208.123891795229,26730.619458976144,302,292,0,12,25,32,0.005997657775878906
91037,4,G25O,uniform,15,15,7673.197815388324,29975.989076941598,269,258,0,15,25,39,0.007599592208862305
91038,4,G25O,uniform,13,13,7947.876749762235,29699.38374881119,325,318,0,13,25,34,0.009197711944580078
91039,4,G25O,uniform,11,11,7277.843046606489,26784.215233032457,313,301,0,11,25,31,0.007222414016723633
91040,4,G25O,uniform,12,12,7038.6001719386795,26148.0008596934,293,284,0,12,25,35,0.007009983062744141
91041,4,G25O,uniform,11,11,7090.2306000666085,25931.15300033305,310,299,0,11,25,30,0.006045341491699219
91042,4,G25O,uniform,15,15,7078.04504746429,27955.225237321458,237,227,0,15,25,41,0.008307695388793945
91043,4,G25O,uniform,14,14,7521.0670134818765,29630.335067409396,256,245,0,14,25,44,0.007967472076416016
91044,4,G25O,uniform,12,12,7310.423355179707,27507.116775898536,293,284,0,12,25,30,0.0070111751556396484
91045,4,G25O,uniform,10,10,7444.243728502257,26986.218642511278,334,327,0,10,25,29,0.005657672882080078
91046,4,G25O,uniform,16,16,6630.118093579976,25080.590467899892,258,244,0,16,23,42,0.008818387985229492
91047,4,G25O,uniform,11,11,6939.587759056815,25227.93879528408,308,299,0,11,25,34,0.005795001983642578
91048,4,G25O,uniform,16,16,7029.496691239052,26942.483456195274,262,251,0,16,23,53,0.011328458786010742
91049,4,G25O,uniform,15,15,7647.767491844587,30133.83745922295,259,251,0,15,25,40,0.008275985717773438
91050,4,G25O,uniform,16,16,5361.51884081257,20252.59420406284,207,196,0,16,14,39,0.00782918930053711
91051,4,G25O,uniform,16,16,6498.107888194579,25935.53944097289,207,196,0,16,20,40,0.00886392593383789
91052,4,G25O,uniform,12,12,7863.698946091038,28663.494730455182,347,336,0,12,25,34,0.006886959075927734
91053,4,G25O,uniform,14,14,7489.923803149087,28669.619015745433,282,276,0,14,25,45,0.008159637451171875
91054,4,G25O,uniform,13,13,6975.351913261639,26776.759566308203,261,250,0,13,25,38,0.007631540298461914
91055,4,G25O,uniform,10,10,8111.934440399484,28169.672201997408,408,388,0,10,25,20,0.005365610122680664
91056,4,G25O,uniform,16,16,7193.630296851832,27448.151484259168,273,259,0,16,23,39,0.009891510009765625
91057,4,G25O,uniform,13,13,7359.061317914917,27250.306589574582,310,294,0,13,25,40,0.007819652557373047
91058,4,G25O,uniform,10,10,7448.15160159478,26515.758007973905,350,345,0,10,25,28,0.006499767303466797
91059,4,G25O,uniform,16,16,6690.712243213311,25168.561216066537,266,247,0,16,20,43,0.008394479751586914
91060,4,G25O,uniform,14,14,7356.272746386325,28321.363731931626,272,262,0,14,25,36,0.00777888298034668
91061,4,G25O,uniform,14,14,7386.759045696133,28383.795228480667,274,267,1,15,25,43,0.007746696472167969
91062,4,G25O,uniform,15,15,7305.808849006681,28739.04424503341,248,243,0,15,25,50,0.00783228874206543
91063,4,G25O,uniform,10,10,7685.877754064717,27599.38877032358,355,341,0,10,25,25,0.005332469940185547
91064,4,G25O,uniform,14,14,7045.042065534644,27030.210327673238,263,254,0,14,25,40,0.007147789001464844
91065,4,G25O,uniform,11,11,7791.4799032156,27782.39951607801,366,350,0,11,25,22,0.005295991897583008
91066,4,G25O,uniform,15,15,7267.848607424997,28269.243037124987,258,249,0,15,25,40,0.007714748382568359
91067,4,G25O,uniform,13,13,7150.941234300936,26979.706171504677,283,272,1,14,25,38,0.008003711700439453
91068,4,G25O,uniform,14,14,7341.998552536891,27609.992762684462,293,285,0,14,25,31,0.009586095809936523
91069,4,G25O,uniform,15,15,6985.306442994486,26896.532214972423,256,251,0,15,25,48,0.009924173355102539
91070,4,G25O,uniform,14,14,7510.2720846561515,28156.360423280763,304,289,0,14,25,45,0.00773310661315918
91071,4,G25O,uniform,13,13,7949.478406353869,29452.392031769345,335,319,0,13,25,32,0.008795022964477539
91072,4,G25O,uniform,12,12,7807.160627903099,28500.8031395155,345,322,0,12,25,22,0.006266117095947266
91073,4,G25O,uniform,10,10,7340.302538651508,26216.512693257548,343,332,0,10,25,29,0.005465269088745117
91074,4,G25O,uniform,11,11,7218.543813983617,26922.71906991809,298,289,0,11,25,33,0.006212949752807617
91075,4,G25O,uniform,14,14,7375.2169905498595,28856.084952749312,257,249,0,14,25,50,0.007851123809814453
91076,4,G25O,uniform,10,10,7626.354384726059,27751.77192363031,339,331,0,10,25,38,0.008476018905639648
91077,4,G25O,uniform,11,11,7247.737808692286,26568.689043461432,316,299,0,11,25,28,0.0060346126556396484
91078,4,G25O,uniform,10,10,7142.23449363122,25511.172468156103,334,320,0,10,25,26,0.0057222843170166016
91079,4,G25O,uniform,11,11,7359.251852798245,27281.259263991233,310,298,0,11,25,33,0.006118297576904297
91080,4,G25O,uniform,14,14,7602.081404157647,28885.407020788236,295,280,0,14,25,38,0.007696866989135742
91081,4,G25O,uniform,14,14,7292.724985240069,27298.624926200348,295,288,0,14,25,42,0.007417440414428711
91082,4,G25O,uniform,15,15,7727.786306632561,30648.9315331628,256,243,0,15,25,44,0.007912158966064453
91083,4,G25O,uniform,10,10,7001.611217029761,25308.056085148808,317,305,0,10,25,26,0.0070667266845703125
91084,4,G25O,uniform,15,15,7622.204731939299,30341.023659696493,248,239,0,15,25,38,0.00785207748413086
91085,4,G25O,uniform,10,10,7227.650361346252,26343.251806731267,319,314,0,10,25,34,0.008274555206298828
91086,4,G25O,uniform,10,10,7583.000018664946,28160.000093324736,318,311,0,10,25,30,0.006934404373168945
91087,4,G25O,uniform,13,13,7372.562443744615,27472.812218723077,304,293,0,13,25,32,0.008541345596313477
91088,4,G25O,uniform,14,14,7035.418517138011,26632.09258569006,276,259,0,14,25,48,0.007092714309692383
91089,4,G25O,uniform,11,11,7453.038550714316,26730.192753571584,344,332,0,11,25,29,0.005558490753173828
91090,4,G25O,uniform,10,10,7449.7087900091965,26458.543950045983,353,343,0,10,25,22,0.00513768196105957
91091,4,G25O,uniform,12,12,7289.5003512682515,27752.50175634126,281,274,0,12,25,34,0.0060465335845947266
91092,4,G25O,uniform,10,10,7712.697380177699,27823.486900888503,352,338,0,10,25,38,0.006485700607299805
91093,4,G25O,uniform,13,13,7330.229769249758,27971.148846248776,280,271,0,13,25,36,0.006857872009277344
91094,4,G25O,uniform,11,11,6748.075684680298,25235.378423401493,276,266,0,11,25,32,0.00594019889831543
91095,4,G25O,uniform,16,16,7440.564324795324,28397.821623976623,282,271,0,16,24,49,0.009308338165283203
91096,4,G25O,uniform,15,15,7300.9281279576135,28309.640639788067,263,249,0,15,25,45,0.008166074752807617
91097,4,G25O,uniform,10,10,7621.406028040175,26932.030140200884,366,355,0,10,25,31,0.006743431091308594
91098,4,G25O,uniform,11,11,7221.8613753151585,26184.306876575807,323,315,0,11,25,44,0.006140470504760742
91099,4,G25O,uniform,13,13,8272.419014759169,30607.095073795852,351,331,0,13,25,29,0.006994962692260742
91000,3,G31,edge,15,15,5214.959184063225,21649.79592031613,139,115,0,15,7,0,0.005217075347900391
91001,3,G31,edge,11,11,4831.207553411768,19836.037767058842,138,119,0,11,7,0,0.003612995147705078
91002,3,G31,edge,11,11,4767.859653585981,19999.29826792991,122,103,0,11,7,0,0.004792928695678711
91003,3,G31,edge,10,10,4221.847438056963,16969.237190284814,133,113,0,10,7,0,0.003400087356567383
91004,3,G31,edge,12,12,4477.224117909746,18316.120589548722,129,109,0,12,7,0,0.003906965255737305
91005,3,G31,edge,14,14,5066.378964221532,21051.894821107653,135,111,0,14,7,0,0.004887104034423828
91006,3,G31,edge,10,10,4430.756469882097,18033.782349410496,132,114,0,10,7,0,0.004538059234619141
91007,3,G31,edge,16,16,4940.261392512678,20366.306962563398,136,107,0,16,7,0,0.006424427032470703
91008,3,G31,edge,10,10,4678.419536454952,19207.09768227476,134,117,0,10,7,0,0.0031328201293945312
91009,3,G31,edge,16,16,5374.474838896303,22557.37419448151,135,108,0,16,7,0,0.005682229995727539
91010,3,G31,edge,10,10,4341.054206955922,17620.27103477961,131,112,0,10,7,0,0.0033745765686035156
91011,3,G31,edge,14,14,4836.22563264275,19961.128163213747,133,109,0,14,7,0,0.0055959224700927734
91012,3,G31,edge,13,13,4573.271603227363,18686.35801613681,132,111,0,13,7,0,0.004708528518676758
91013,3,G31,edge,13,13,4950.965794856414,20289.828974282067,142,118,0,13,7,0,0.00467681884765625
91014,3,G31,edge,12,12,4251.2480683615895,16691.24034180795,145,128,0,12,7,0,0.004073143005371094
91015,3,G31,edge,14,14,4956.182208645614,20590.91104322808,132,108,0,14,7,0,0.00491642951965332
91016,3,G31,edge,14,14,4864.144709298683,20160.723546493413,131,107,0,14,7,0,0.0052416324615478516
91017,3,G31,edge,12,12,4652.758377855924,19283.79188927963,126,106,0,12,7,0,0.003946065902709961
91018,3,G31,edge,10,10,4634.727221634085,18908.63610817042,137,118,0,10,7,0,0.003821134567260742
91019,3,G31,edge,12,12,4667.133881602007,18715.66940801003,148,124,0,12,7,0,0.0042841434478759766
91020,3,G31,edge,13,13,4641.64999834039,18688.249991701934,143,124,0,13,7,0,0.00407099723815918
91021,3,G31,edge,12,12,4558.828577526966,18814.142887634833,126,106,0,12,7,0,0.003689289093017578
91022,3,G31,edge,14,14,4776.692637132121,19658.4631856606,133,110,0,14,7,0,0.00507664680480957
91023,3,G31,edge,12,12,4454.431389079205,17727.15694539603,145,124,0,12,7,0,0.003978729248046875
91024,3,G31,edge,15,15,4824.011312266266,20005.056561331316,129,103,0,15,7,0,0.004927158355712891
91025,3,G31,edge,10,10,4718.714069931347,19388.570349656733,135,116,0,10,7,0,0.0032782554626464844
91026,3,G31,edge,14,14,4830.017709570031,19810.08854785016,137,113,0,14,7,0,0.00691676139831543
91027,3,G31,edge,16,16,5175.35012613698,21536.7506306849,136,108,0,16,7,0,0.006197452545166016
91028,3,G31,edge,10,10,4522.47643754907,18557.382187745352,130,111,0,10,7,0,0.0035305023193359375
91029,3,G31,edge,16,16,5006.63185826569,20588.159291328444,139,114,0,16,7,0,0.006062746047973633
91030,3,G31,edge,15,15,4917.954231861165,20164.771159305827,139,115,0,15,7,0,0.0054128170013427734
91031,3,G31,edge,13,13,4876.026376748122,20155.131883740607,134,110,0,13,7,0,0.004408597946166992
91032,3,G31,edge,16,16,5289.7170626743955,22348.585313371972,128,100,0,16,7,0,0.00838160514831543
91033,3,G31,edge,14,14,5171.3494837851895,21736.747418925937,130,104,0,14,7,0,0.004833698272705078
91034,3,G31,edge,10,10,4710.129871688028,19155.649358440143,141,124,0,10,7,0,0.003158092498779297
91035,3,G31,edge,15,15,4785.024366369948,19675.121831849734,133,110,0,15,7,0,0.0064737796783447266
91036,3,G31,edge,12,12,4659.077021648173,18940.385108240873,139,116,0,12,7,0,0.004245281219482422
91037,3,G31,edge,15,15,5273.810936629429,21804.054683147162,144,118,0,15,7,0,0.0051116943359375
91038,3,G31,edge,13,13,4889.049252871641,20180.246264358204,135,113,0,13,7,0,0.0052683353424072266
91039,3,G31,edge,11,11,4715.568315544093,19422.841577720465,133,111,0,11,7,0,0.0037276744842529297
91040,3,G31,edge,12,12,5056.845186637269,21084.225933186342,134,110,0,12,7,0,0.003995180130004883
91041,3,G31,edge,11,11,4543.914977930938,18679.574889654683,129,108,0,11,7,0,0.0035305023193359375
91042,3,G31,edge,15,15,5223.964616426239,22029.82308213119,128,103,0,15,7,0,0.005784034729003906
91043,3,G31,edge,14,14,5052.158947452402,21035.794737262004,133,110,0,14,7,0,0.004892826080322266
91044,3,G31,edge,12,12,4291.769846151626,17568.84923075812,123,103,0,12,7,0,0.0038962364196777344
91045,3,G31,edge,10,10,4545.695323228344,18483.476616141717,136,119,0,10,7,0,0.0031585693359375
91046,3,G31,edge,16,16,5002.493503958288,20987.46751979145,125,100,0,16,7,0,0.006474733352661133
91047,3,G31,edge,11,11,4665.96867383036,19174.843369151808,133,111,0,11,7,0,0.003892183303833008
91048,3,G31,edge,16,16,4673.599960194629,19372.999800973143,123,104,0,16,7,0,0.006052732467651367
91049,3,G31,edge,15,15,5395.836150947791,22564.18075473897,139,113,0,15,7,0,0.006367921829223633
91050,3,G31,edge,16,16,5211.20432238093,21951.021611904638,128,101,0,16,7,0,0.0054819583892822266
91051,3,G31,edge,16,16,4887.729929482337,20288.649647411698,130,100,0,16,7,0,0.005573272705078125
91052,3,G31,edge,12,12,4952.175758962491,20230.878794812455,145,121,0,12,7,0,0.0044324398040771484
91053,3,G31,edge,14,14,4981.819748420589,20964.098742102942,124,99,0,14,7,0,0.004912614822387695
91054,3,G31,edge,13,13,4899.358685534294,20231.793427671473,135,113,0,13,7,0,0.004448413848876953
91055,3,G31,edge,10,10,4394.827369298689,17904.13684649343,131,109,0,10,7,0,0.0033338069915771484
91056,3,G31,edge,16,16,5496.991448786056,22994.957243930286,141,113,0,16,7,0,0.005721330642700195
91057,3,G31,edge,13,13,4526.923302477637,18114.616512388187,143,124,0,13,7,0,0.004234790802001953
91058,3,G31,edge,10,10,4883.866194468888,19914.33097234444,145,126,0,10,7,0,0.003361225128173828
91059,3,G31,edge,16,16,5518.902086989335,22934.510434946675,147,117,0,16,7,0,0.00555729866027832
91060,3,G31,edge,14,14,5005.807489955265,20564.03744977634,141,118,0,14,7,0,0.0045435428619384766
91061,3,G31,edge,14,14,4675.077781719175,19000.388908595884,138,115,0,14,7,0,0.004534721374511719
91062,3,G31,edge,15,15,4933.69004745264,20783.450237263194,121,97,0,15,7,0,0.0048100948333740234
91063,3,G31,edge,10,10,4216.908206912757,16839.54103456378,136,119,0,10,7,0,0.003373384475708008
91064,3,G31,edge,14,14,4731.1704135384125,19340.852067692056,136,113,0,14,7,0,0.004682779312133789
91065,3,G31,edge,11,11,4367.711959579738,17833.55979789869,128,106,0,11,7,0,0.0038313865661621094
91066,3,G31,edge,15,15,5063.487668155668,21317.438340778328,125,100,0,15,7,0,0.005067110061645508
91067,3,G31,edge,13,13,5055.4624599967165,20847.312299983576,141,116,0,13,7,0,0.0045588016510009766
91068,3,G31,edge,14,14,4764.430591812732,19667.152959063653,131,106,0,14,7,0,0.0049746036529541016
91069,3,G31,edge,15,15,4912.334067212183,20356.670336060914,132,106,0,15,7,0,0.005148172378540039
91070,3,G31,edge,14,14,4840.11175871233,20255.558793561653,124,99,0,14,7,0,0.0047533512115478516
91071,3,G31,edge,13,13,5039.743497992459,21003.717489962288,133,109,0,13,7,0,0.0043871402740478516
91072,3,G31,edge,12,12,4360.807535285836,17884.03767642917,124,104,0,12,7,0,0.0037682056427001953
91073,3,G31,edge,10,10,4675.7586410527165,18873.793205263584,145,126,0,10,7,0,0.003393411636352539
91074,3,G31,edge,11,11,4415.483040959654,18042.41520479828,129,107,0,11,7,0,0.004561424255371094
91075,3,G31,edge,14,14,4835.240652923204,20101.20326461602,128,105,0,14,7,0,0.006765842437744141
91076,3,G31,edge,10,10,4689.5379386634095,19187.689693317054,137,117,0,10,7,0,0.003288745880126953
91077,3,G31,edge,11,11,4659.742882414882,18713.71441207441,147,127,0,11,7,0,0.003659486770629883
91078,3,G31,edge,10,10,4483.9732530473775,18249.86626523689,134,114,0,10,7,0,0.0036134719848632812
91079,3,G31,edge,11,11,4787.4270139152195,19627.135069576092,138,117,0,11,7,0,0.003816843032836914
91080,3,G31,edge,14,14,5032.631077947027,20778.155389735144,139,112,0,14,7,0,0.004894733428955078
91081,3,G31,edge,14,14,4642.457948146919,19167.28974073459,127,104,0,14,7,0,0.004475831985473633
91082,3,G31,edge,15,15,5107.803889404147,21219.01944702074,136,109,0,15,7,0,0.005218505859375
91083,3,G31,edge,10,10,4437.663356688767,18138.316783443825,130,110,0,10,7,0,0.0033614635467529297
91084,3,G31,edge,15,15,5130.918724500545,21539.59362250274,129,103,0,15,7,0,0.0050008296966552734
91085,3,G31,edge,10,10,4443.028034757735,18255.140173788677,127,107,0,10,7,0,0.003287076950073242
91086,3,G31,edge,10,10,4460.315296075405,18176.576480377025,133,110,0,10,7,0,0.003730297088623047
91087,3,G31,edge,13,13,4452.726683490086,18228.633417450423,127,107,0,13,7,0,0.004370927810668945
91088,3,G31,edge,14,14,4917.584987530559,20602.92493765281,125,102,0,14,7,0,0.0044863224029541016
91089,3,G31,edge,11,11,4497.081314779957,18325.406573899785,133,112,0,11,7,0,0.0035805702209472656
91090,3,G31,edge,10,10,4863.524863501382,19937.624317506903,141,121,0,10,7,0,0.004714250564575195
91091,3,G31,edge,12,12,4820.2293610988445,19756.146805494223,138,119,0,12,7,0,0.004036664962768555
91092,3,G31,edge,10,10,4496.946014546324,18179.73007273162,138,121,0,10,7,0,0.003453969955444336
91093,3,G31,edge,13,13,4895.911460980889,20069.557304904443,140,117,0,13,7,0,0.004273414611816406
91094,3,G31,edge,11,11,4884.073267165964,20240.366335829825,134,111,0,11,7,0,0.004244089126586914
91095,3,G31,edge,16,16,4821.872462038407,19944.362310192042,130,103,0,16,7,0,0.0057451725006103516
91096,3,G31,edge,15,15,5102.045596510339,21485.227982551693,126,100,0,15,7,0,0.00496983528137207
91097,3,G31,edge,10,10,4523.147088672032,18315.735443360165,138,120,0,10,7,0,0.0035238265991210938
91098,3,G31,edge,11,11,4780.2791339433825,19571.395669716905,139,116,0,11,7,0,0.0048253536224365234
91099,3,G31,edge,13,13,4866.359511163246,20056.79755581624,136,110,0,13,7,0,0.004773139953613281
91000,3,G25O,edge,15,15,5114.67916978971,21163.395848948556,138,117,0,15,7,1,0.005373477935791016
91001,3,G25O,edge,11,11,4810.850595585708,19729.25297792855,138,120,0,11,7,1,0.003997325897216797
91002,3,G25O,edge,11,11,4385.6965874891075,18058.482937445548,122,109,0,11,7,5,0.0036878585815429688
91003,3,G25O,edge,10,10,4234.847438056963,16969.237190284814,135,116,0,10,7,2,0.0036025047302246094
91004,3,G25O,edge,12,12,4497.224117909746,18316.120589548722,132,114,0,12,7,3,0.004362583160400391
91005,3,G25O,edge,14,14,4881.262411101867,20066.312055509323,136,118,0,14,7,5,0.005017757415771484
